myAUC	avg_diff	power	avg_logFC	pct.1	pct.2	p_val_adj
STIP1	0.869	0.587281454685968	0.738	0.587281454685968	1	0.859	NA
TMEM99	0.869	0.581437129335629	0.738	0.581437129335629	0.932	0.475	NA
TPM4	0.131	-1.1354909897621	0.738	-1.1354909897621	0.659	0.889	NA
OSBPL8	0.868	0.657676068749096	0.736	0.657676068749096	1	0.747	NA
TRIM36	0.868	0.526941628227921	0.736	0.526941628227921	0.92	0.414	NA
MFSD2B	0.868	0.397710403077924	0.736	0.397710403077924	1	0.677	NA
MAP7D3	0.867	0.756256256239547	0.734	0.756256256239547	1	0.848	NA
PABPC3	0.867	0.369026118449381	0.734	0.369026118449381	1	0.788	NA
TMSB4XP4	0.133	-0.896650755519147	0.734	-0.896650755519147	0.852	0.939	NA
LRRFIP2	0.866	0.621470771176219	0.732	0.621470771176219	1	0.869	NA
MLH1	0.866	0.597292907466419	0.732	0.597292907466419	0.977	0.677	NA
CKS2	0.865	0.832981631666769	0.73	0.832981631666769	1	0.828	NA
TCF3	0.865	0.723947778234512	0.73	0.723947778234512	1	0.98	NA
ACADM	0.865	0.632245537981557	0.73	0.632245537981557	1	0.879	NA
BLVRA	0.865	0.521771980831056	0.73	0.521771980831056	0.909	0.333	NA
RPL41P2	0.135	-1.05626196483429	0.73	-1.05626196483429	0.966	0.949	NA
C6orf62	0.863	0.617548926917941	0.726	0.617548926917941	1	0.939	NA
MAGEB1	0.863	0.528748998418081	0.726	0.528748998418081	0.909	0.374	NA
ANKRD27	0.863	0.514551225924729	0.726	0.514551225924729	0.943	0.667	NA
RRBP1	0.862	0.698696403796779	0.724	0.698696403796779	1	0.939	NA
ALKBH5	0.862	0.553453614786024	0.724	0.553453614786024	1	0.939	NA
HDAC2	0.862	0.551260894606577	0.724	0.551260894606577	1	1	NA
MLF1	0.861	0.695176262445061	0.722	0.695176262445061	1	0.869	NA
MCRS1	0.861	0.551931755086725	0.722	0.551931755086725	0.989	0.818	NA
CHIC2	0.861	0.475612612369856	0.722	0.475612612369856	0.989	0.657	NA
ZFAND3	0.861	0.458186497706929	0.722	0.458186497706929	0.966	0.667	NA
PAQR3	0.86	0.506051856483494	0.72	0.506051856483494	0.943	0.475	NA
PAGE2	0.859	0.799216312048463	0.718	0.799216312048463	0.818	0.162	NA
SAT1	0.141	-1.34742505222491	0.718	-1.34742505222491	0.42	0.848	NA
MTPN	0.858	0.642171472796722	0.716	0.642171472796722	1	0.818	NA
RAP1GDS1	0.858	0.581019247496068	0.716	0.581019247496068	1	0.808	NA
TRMT112P6	0.858	0.283717166848526	0.716	0.283717166848526	1	0.838	NA
MLEC	0.142	-0.761370065046814	0.716	-0.761370065046814	1	1	NA
BAIAP2	0.857	0.472065246137348	0.714	0.472065246137348	0.943	0.636	NA
HSP90AB3P	0.857	0.448745082119233	0.714	0.448745082119233	1	0.949	NA
C5orf58	0.856	0.658236388182321	0.712	0.658236388182321	0.886	0.424	NA
HSP90AA2P	0.856	0.556596961476851	0.712	0.556596961476851	1	0.949	NA
THY1	0.144	-0.762334196612403	0.712	-0.762334196612403	0.432	0.869	NA
GCNT2	0.855	0.751630349286988	0.71	0.751630349286988	0.966	0.808	NA
LINC00467	0.855	0.735066391771475	0.71	0.735066391771475	0.989	0.707	NA
BCCIP	0.855	0.612866381774733	0.71	0.612866381774733	1	0.859	NA
TOPAZ1	0.855	0.570230298770429	0.71	0.570230298770429	0.898	0.424	NA
PPIA	0.145	-0.831284815064327	0.71	-0.831284815064327	0.989	0.97	NA
PSMD14	0.854	0.597530767182713	0.708	0.597530767182713	1	0.798	NA
TRMT112	0.854	0.59419805308346	0.708	0.59419805308346	1	0.949	NA
ANXA11	0.854	0.367641047145534	0.708	0.367641047145534	0.909	0.424	NA
ACTB	0.146	-0.787092407244106	0.708	-0.787092407244106	1	0.99	NA
ZNF236	0.853	0.585299883877119	0.706	0.585299883877119	1	0.737	NA
RPL41	0.147	-0.940265025412306	0.706	-0.940265025412306	0.989	0.949	NA
HSP90B1	0.147	-1.00882128435058	0.706	-1.00882128435058	0.943	0.98	NA
DLX6	0.852	0.454161648861656	0.704	0.454161648861656	0.818	0.242	NA
BFSP1	0.852	0.421037616072752	0.704	0.421037616072752	0.841	0.273	NA
DNAJA4	0.852	0.365952702884396	0.704	0.365952702884396	0.898	0.404	NA
SKAP2	0.85	0.558248474836159	0.7	0.558248474836159	1	0.747	NA
ABHD10	0.85	0.499568265773232	0.7	0.499568265773232	0.989	0.768	NA
AREL1	0.85	0.33680051251867	0.7	0.33680051251867	0.898	0.384	NA
MFHAS1	0.849	0.472002604354117	0.698	0.472002604354117	0.989	0.646	NA
MAN1A2	0.848	0.810489355026433	0.696	0.810489355026433	0.966	0.747	NA
AGGF1	0.848	0.690336057540527	0.696	0.690336057540527	0.989	0.889	NA
SETD3	0.848	0.5989816939008	0.696	0.5989816939008	1	0.909	NA
AL590434.1	0.848	0.516507346174272	0.696	0.516507346174272	0.795	0.162	NA
SIGIRR	0.848	0.482124122405061	0.696	0.482124122405061	0.989	0.636	NA
ILKAP	0.848	0.453330521484073	0.696	0.453330521484073	0.989	0.667	NA
SCCPDH	0.847	0.480717011496663	0.694	0.480717011496663	0.977	0.556	NA
CXCL9	0.846	0.712771124188607	0.692	0.712771124188607	0.773	0.182	NA
PDCL3	0.846	0.571359794424018	0.692	0.571359794424018	1	0.747	NA
RPS12	0.846	0.550767437348269	0.692	0.550767437348269	1	0.98	NA
HEY1	0.846	0.486289940421607	0.692	0.486289940421607	0.818	0.313	NA
RPL10	0.154	-0.945012842998353	0.692	-0.945012842998353	1	0.96	NA
CCND2	0.154	-0.974992505610339	0.692	-0.974992505610339	0.841	0.949	NA
MAGEA4	0.845	0.70052634408219	0.69	0.70052634408219	0.773	0.182	NA
SPIN1	0.845	0.597334305802539	0.69	0.597334305802539	1	0.919	NA
CAPRIN2	0.845	0.578030329808865	0.69	0.578030329808865	1	0.99	NA
PABPC1	0.845	0.55389119354446	0.69	0.55389119354446	1	1	NA
RIOK1	0.844	0.560318173303077	0.688	0.560318173303077	0.989	0.737	NA
VAMP2	0.844	0.549162441910268	0.688	0.549162441910268	1	0.848	NA
COX7A2L	0.843	0.564043590583674	0.686	0.564043590583674	1	0.909	NA
RPL27A	0.157	-0.741072287110417	0.686	-0.741072287110417	1	0.98	NA
CCDC34	0.842	0.656553326392409	0.684	0.656553326392409	1	0.798	NA
SMC3	0.842	0.545977687336558	0.684	0.545977687336558	1	0.939	NA
CNTNAP3B	0.842	0.322887810361249	0.684	0.322887810361249	0.92	0.626	NA
MGST3	0.158	-1.2641070791328	0.684	-1.2641070791328	0.864	0.939	NA
AP001000.1	0.841	0.714748789099253	0.682	0.714748789099253	0.966	0.646	NA
SSX2IP	0.841	0.550327004376779	0.682	0.550327004376779	0.955	0.707	NA
TRMT10A	0.84	0.667018070563579	0.68	0.667018070563579	0.977	0.667	NA
REV3L	0.84	0.59696591089855	0.68	0.59696591089855	0.989	0.899	NA
B4GALT3	0.84	0.495546464674476	0.68	0.495546464674476	0.955	0.566	NA
SURF2	0.839	0.642491882770972	0.678	0.642491882770972	1	0.657	NA
DGAT2	0.839	0.497036191421569	0.678	0.497036191421569	0.943	0.586	NA
RPL10P6	0.161	-0.455634088040337	0.678	-0.455634088040337	0.92	0.939	NA
POLRMT	0.838	0.497871411062915	0.676	0.497871411062915	0.977	0.667	NA
THAP1	0.838	0.493392506633055	0.676	0.493392506633055	0.955	0.505	NA
GLIPR2	0.162	-1.06313663627951	0.676	-1.06313663627951	0.727	0.97	NA
SRP54	0.837	0.625908944865215	0.674	0.625908944865215	1	0.879	NA
DYNC1I2	0.837	0.501660217168275	0.674	0.501660217168275	1	0.949	NA
RPL10P16	0.163	-0.627154340900118	0.674	-0.627154340900118	0.989	0.919	NA
MAGED2	0.163	-1.2370754074372	0.674	-1.2370754074372	0.386	0.828	NA
AZI2	0.836	0.532764432425198	0.672	0.532764432425198	0.955	0.545	NA
AC022784.1	0.836	0.481798890112962	0.672	0.481798890112962	0.852	0.263	NA
ADAD1	0.836	0.478660472432033	0.672	0.478660472432033	0.773	0.192	NA
EFNA1	0.836	0.446090376564467	0.672	0.446090376564467	0.818	0.242	NA
SHQ1	0.836	0.423694176013483	0.672	0.423694176013483	0.977	0.545	NA
CDC42EP4	0.164	-0.404164138139361	0.672	-0.404164138139361	0.364	0.828	NA
RPL7P26	0.164	-0.432029250321726	0.672	-0.432029250321726	0.909	0.909	NA
FBXW7	0.835	0.543382213471182	0.67	0.543382213471182	0.977	0.869	NA
AL392172.1	0.835	0.435779265906602	0.67	0.435779265906602	0.909	0.414	NA
PTOV1	0.835	0.415157009957548	0.67	0.415157009957548	0.989	0.818	NA
PPIAP22	0.165	-0.567898686470281	0.67	-0.567898686470281	0.966	0.939	NA
GTSF1	0.834	0.662856624338626	0.668	0.662856624338626	0.989	0.808	NA
NR3C1	0.834	0.570639222082402	0.668	0.570639222082402	0.943	0.717	NA
ID2	0.834	0.533868675952798	0.668	0.533868675952798	0.966	0.485	NA
ANXA2	0.834	0.485971808078558	0.668	0.485971808078558	0.932	0.586	NA
NBPF1	0.833	0.445808700468826	0.666	0.445808700468826	1	0.919	NA
STMN1	0.167	-0.792794765078876	0.666	-0.792794765078876	1	0.97	NA
TLE4	0.832	0.61065495307535	0.664	0.61065495307535	1	0.788	NA
DLEU1	0.832	0.491626201754266	0.664	0.491626201754266	0.989	0.97	NA
TSACC	0.832	0.434162559141045	0.664	0.434162559141045	0.886	0.465	NA
BAG6	0.832	0.41281300882134	0.664	0.41281300882134	1	0.737	NA
FAIM2	0.832	0.281912776422829	0.664	0.281912776422829	0.841	0.384	NA
RPL41P5	0.168	-0.484580855255905	0.664	-0.484580855255905	0.693	0.909	NA
CCDC117	0.831	0.706255293441206	0.662	0.706255293441206	1	0.909	NA
MYCBP	0.831	0.520471205996117	0.662	0.520471205996117	0.989	0.758	NA
ATG4B	0.831	0.469889385578244	0.662	0.469889385578244	1	0.879	NA
DMRTC2	0.831	0.39900144129381	0.662	0.39900144129381	0.761	0.172	NA
SGF29	0.831	0.345205172534403	0.662	0.345205172534403	0.977	0.556	NA
MED19	0.83	0.611603515114112	0.66	0.611603515114112	0.989	0.828	NA
SVBP	0.83	0.554440647587755	0.66	0.554440647587755	0.989	0.879	NA
STAT1	0.83	0.338159929727424	0.66	0.338159929727424	0.909	0.374	NA
SSR1	0.17	-0.667908901971881	0.66	-0.667908901971881	1	1	NA
HMGA1	0.829	0.695432538102607	0.658	0.695432538102607	1	0.747	NA
TEX30	0.829	0.6757138542451	0.658	0.6757138542451	1	0.677	NA
CBX3	0.829	0.54240247497639	0.658	0.54240247497639	1	0.99	NA
AK9	0.829	0.522866445634044	0.658	0.522866445634044	0.92	0.545	NA
AC007614.3	0.829	0.259231281462902	0.658	0.259231281462902	0.716	0.101	NA
AL590867.2	0.172	-0.57581539089459	0.656	-0.57581539089459	0.989	0.949	NA
PRAME	0.828	0.729635154822521	0.656	0.729635154822521	1	0.737	NA
FRG1	0.828	0.5749469915153	0.656	0.5749469915153	1	0.869	NA
PELI2	0.828	0.445872984187877	0.656	0.445872984187877	0.886	0.535	NA
NDUFS5	0.173	-0.921265709308975	0.654	-0.921265709308975	0.693	0.869	NA
ARHGEF33	0.827	0.527976045817627	0.654	0.527976045817627	0.886	0.616	NA
LINC02158	0.826	1.01519037319966	0.652	1.01519037319966	0.773	0.263	NA
EPB41L5	0.826	0.552265994775127	0.652	0.552265994775127	0.989	0.939	NA
RBBP8	0.826	0.504690167084501	0.652	0.504690167084501	0.989	0.646	NA
EVI5	0.826	0.486313464663083	0.652	0.486313464663083	0.989	0.727	NA
PPME1	0.825	0.5218403658042	0.65	0.5218403658042	1	0.747	NA
MYT1L	0.825	0.474106646235837	0.65	0.474106646235837	0.875	0.545	NA
RASEF	0.825	0.349408561772774	0.65	0.349408561772774	0.852	0.394	NA
KDM1B	0.825	0.333090255289159	0.65	0.333090255289159	0.886	0.475	NA
HSPB1P1	0.825	0.255575868565656	0.65	0.255575868565656	0.989	0.707	NA
RPS13	0.176	-0.602641923626542	0.648	-0.602641923626542	1	0.96	NA
NXT2	0.824	0.570771000175541	0.648	0.570771000175541	0.932	0.586	NA
TIMMDC1	0.824	0.550222143684064	0.648	0.550222143684064	0.989	0.808	NA
MCRIP1	0.824	0.438191489301483	0.648	0.438191489301483	1	0.939	NA
TRUB1	0.824	0.372666609128197	0.648	0.372666609128197	0.955	0.707	NA
RPL10P9	0.177	-0.617696282641422	0.646	-0.617696282641422	0.989	0.929	NA
MRPS6	0.823	0.620772188751178	0.646	0.620772188751178	1	0.768	NA
BEND4	0.823	0.589117102232543	0.646	0.589117102232543	0.966	0.798	NA
GOLGA1	0.823	0.577376496618937	0.646	0.577376496618937	0.92	0.626	NA
DCTN4	0.823	0.533464047251767	0.646	0.533464047251767	1	0.758	NA
MAP3K11	0.823	0.386581614077541	0.646	0.386581614077541	0.943	0.657	NA
LRIG1	0.823	0.360864105951245	0.646	0.360864105951245	0.898	0.535	NA
AC098614.1	0.178	-0.255579447203868	0.644	-0.255579447203868	0.534	0.848	NA
TXNDC12	0.178	-1.01217918521367	0.644	-1.01217918521367	0.602	0.838	NA
CDK11B	0.822	0.573213384088616	0.644	0.573213384088616	1	0.818	NA
FAM92A	0.822	0.536823541535003	0.644	0.536823541535003	0.989	0.727	NA
RAB3IP	0.822	0.495564542783552	0.644	0.495564542783552	0.977	0.717	NA
EIF5A	0.822	0.479224748517692	0.644	0.479224748517692	1	0.869	NA
MT-TC	0.822	0.460938159155106	0.644	0.460938159155106	1	0.677	NA
GOLGA5	0.822	0.425673823669935	0.644	0.425673823669935	0.955	0.636	NA
SECISBP2	0.821	0.582115874151054	0.642	0.582115874151054	1	0.889	NA
CDC16	0.821	0.361172010155783	0.642	0.361172010155783	0.92	0.404	NA
PSMB6	0.18	-0.89763375776585	0.64	-0.89763375776585	0.795	0.909	NA
SLU7	0.82	0.588604486940985	0.64	0.588604486940985	1	0.96	NA
SLC35F2	0.82	0.401768488599186	0.64	0.401768488599186	0.75	0.253	NA
PTMA	0.181	-0.504648437488235	0.638	-0.504648437488235	1	0.99	NA
TXN	0.181	-1.1248305961416	0.638	-1.1248305961416	0.807	0.889	NA
RALY	0.819	0.53744633223669	0.638	0.53744633223669	1	0.869	NA
PCM1	0.819	0.517705669464668	0.638	0.517705669464668	1	1	NA
C6orf136	0.819	0.451416114175516	0.638	0.451416114175516	0.955	0.545	NA
SPOCD1	0.819	0.344387081613549	0.638	0.344387081613549	0.75	0.263	NA
ZCCHC10	0.818	0.67259591515745	0.636	0.67259591515745	0.989	0.798	NA
LZIC	0.818	0.599476814008982	0.636	0.599476814008982	0.966	0.636	NA
CCDC91	0.818	0.574982301296141	0.636	0.574982301296141	0.92	0.485	NA
DGUOK	0.818	0.536843115360775	0.636	0.536843115360775	1	0.838	NA
GOLIM4	0.818	0.534805854069815	0.636	0.534805854069815	0.977	0.677	NA
HTATIP2	0.818	0.426697603450081	0.636	0.426697603450081	0.898	0.556	NA
TSPY2	0.818	0.350166768407861	0.636	0.350166768407861	1	0.495	NA
EGFL7	0.817	0.405673166268778	0.634	0.405673166268778	0.943	0.657	NA
ZNF280C	0.817	0.394443307144983	0.634	0.394443307144983	0.886	0.414	NA
CA8	0.817	0.362749244295005	0.634	0.362749244295005	0.727	0.182	NA
ESRP1	0.184	-0.512256223919037	0.632	-0.512256223919037	0.989	0.99	NA
RASD1	0.184	-0.806538872089984	0.632	-0.806538872089984	0.318	0.758	NA
WDR45B	0.816	0.60866095858688	0.632	0.60866095858688	1	0.879	NA
STRN4	0.816	0.482513205906642	0.632	0.482513205906642	1	0.939	NA
RPS8	0.185	-0.663196508598377	0.63	-0.663196508598377	1	0.96	NA
MTCO2P12	0.815	0.571187795302479	0.63	0.571187795302479	1	0.96	NA
NOC3L	0.815	0.522463815126944	0.63	0.522463815126944	0.92	0.636	NA
EID3	0.815	0.498712398962393	0.63	0.498712398962393	0.83	0.313	NA
HDGF	0.815	0.493725949792989	0.63	0.493725949792989	0.92	0.525	NA
ERI1	0.815	0.457977113288506	0.63	0.457977113288506	0.989	0.798	NA
TPX2	0.815	0.383532019472394	0.63	0.383532019472394	0.966	0.556	NA
ID3	0.814	0.753762964684623	0.628	0.753762964684623	0.955	0.576	NA
LINC01511	0.814	0.597686584924551	0.628	0.597686584924551	0.727	0.162	NA
SNAPC1	0.814	0.596007045615037	0.628	0.596007045615037	0.989	0.737	NA
BBX	0.814	0.560069602898816	0.628	0.560069602898816	1	0.96	NA
ASAP1	0.814	0.447892472977499	0.628	0.447892472977499	0.989	0.778	NA
ZC3H3	0.814	0.350108673195099	0.628	0.350108673195099	0.909	0.505	NA
RAC1P2	0.814	0.294191317924327	0.628	0.294191317924327	1	0.747	NA
ZBTB43	0.813	0.698121099463988	0.626	0.698121099463988	0.989	0.768	NA
KIZ	0.813	0.565081194900822	0.626	0.565081194900821	0.989	0.646	NA
